Street,Date_Issued
75 RD,40
75 RD ST,1
75 ROAD,1
75 ST,292
75 ST.,7
75 STREET,160
75 TH STREET,1
750 ST,1
753 ST,2
7571 W 51252,1
75AV,1
75FT C/O GRANT AVE,1
75FT FROM  E 23RD ST,1
75FT FROM E 22ND ST,1
75FT FROM MCDONALD A,1
75FT N/E C/O CLINTON,1
75FT N/O W 125 ST,2
75FT N/W W C OF WYTH,1
75FT S/O BURKE AVE,1
75FT S/O W/S PRESIDE,1
75FT SOP S/W C/O BRO,2
75RD,2
75S 1,1
75ST,14
75ST REAR,1
75STREET,2
75TH  STREET,1
75TH AVE,6
75TH RD,2
75TH S/O,1
75TH SMITH STREET,1
75TH ST,23
75TH STREET,7
75th Ave,2420
75th Pl,26
75th Rd,1204
75th St,3909
76,4
76  AVE,1
76  ST,1
76 AV,7
76 AV 150 ST E/O H,1
76 AVE,352
76 AVE 200 FT,2
76 AVE 200 ST,1
76 AVE 200FT,2
76 AVE 20FT,1
76 AVE 400,1
76 AVENUE,8
76 CANAL ST,1
76 DR,28
76 DRIVE,1
76 RD,44
76 RD AVENUE,1
76 ROAD,35
76 ST,524
76 ST.,3
76 STR,6
76 STREET,111
76 STRT,1
76 TH ST,1
760 BKLYN NY 11206,1
760 BROADWAY,5
760 BWAY BKLYN NY,1
760 BWAY ER RAMP,1
760 WOODHULL ER RAMP,1
7646 RWLM IJW,1
765 RIVNSIDE DR,1
76AVE,5
76AVE 30FT,1
76RD,4
76ST,6
76ST STREET,2
76TH,1
76TH AVENUE,1
76TH RD,1
76TH ROAD,10
76TH ST,40
76TH ST.,1
76TH STR,1
76TH STREET,103
76TH STRET,1
76th Ave,2662
76th Dr,184
76th Rd,2328
76th St,7466
77  AVE,1
77 AE,1
77 AV,1
77 AVE,138
77 AVENUE,14
77 CRES,1
77 CRESC,2
77 PL,10
77 PLACE,2
77 RD,101
77 ROAD,17
77 ST,605
77 ST STREET,2
77 ST.,3
77 STQ,2
77 STR,2
77 STREET,97
77 TH,2
77 TH CRESCENT,1
77 TH ST,1
7719 SI IAVC,1
772 EDGEWATER RD,1
77AVE,10
77H AVE,1
77RD,4
77RD STREET,1
77S T,1
77ST,13
77TH AVE,47
77TH AVENUE,2
77TH CRES,1
77TH PL,3
77TH RD,33
77TH ST,60
77TH STREET,105
77th Ave,3557
77th Cres,92
77th Pl,19
77th Rd,1088
77th St,6031
78,4
78  AVE,1
78  STREET,1
78 AE,1
78 AV,4
78 AVE,106
78 AVE 30FT,1
78 AVENUE,9
78 BROADWAY,2
78 DR,5
78 OLD FULTON ST,1
78 R,1
78 RD,54
78 ROAD,33
78 ST,731
78 STR,2
78 STREET,132
78 TH ST,1
78 W 36 ST,2
78AVE,3
78FT N/O AVE U,1
78RD,1
78ST,19
78TH,5
78TH AVE,6
78TH AVENUE,7
78TH RD,2
78TH ROAD,3
78TH ST,69
78TH STREET,51
78th Ave,3558
78th Cres,778
78th Dr,74
78th Rd,902
78th St,6710
79,3
79 AV,1
79 AVE,55
79 AVENUE,5
79 LA,1
79 PL,19
79 PLACE,5
79 PLC,1
79 RD,3
79 S,1
79 ST,518
79 ST 100FT,1
79 ST NICHOLAS PL,1
79 ST.,1
79 STREET,123
79 TH,2
79 TH ST,3
79 TH STREET,3
79AVE,1
79PL,1
79ST,11
79STREET,1
79TH,3
79TH AVE,9
79TH AVENUE,3
79TH ST,55
79TH STREEET,1
79TH STREET,45
79th Ave,1011
79th Ln,58
79th Pl,120
79th St,6440
79th St Transverse,1
7AVE,164
7AVE C,1
7AVE S,2
7AVE SOUTH,1
7AVENUE,1
7E FIGUREA,1
7FT,1
7FT E/O 110 ST,1
7FT S/O FOSTER AVE,2
7H AVE,2
7ICILMAMN,1
7ND AVE,3
7RTH AVE,1
7ST,7
7ST AVE,13
7ST AVENUE,1
7TH,88
7TH  AVE,3
7TH  AVENUE,1
7TH  ST,3
7TH  STREET,1
7TH A,1
7TH AE,9
7TH AV,186
7TH AV  30,1
7TH AVD,3
7TH AVE,6603
7TH AVE  SOUTH,1
7TH AVE 200,3
7TH AVE BET,2
7TH AVE BET 82 ST,1
7TH AVE BETWEEN,1
7TH AVE BTWN,1
7TH AVE C/O,1
7TH AVE S,3
7TH AVE SOUTH,14
7TH AVE+,1
7TH AVE.,6
7TH AVE1,1
7TH AVE3,1
7TH AVEN,1
7TH AVENE,1
7TH AVENUE,418
7TH AVENUE SOUTH,2
7TH AVENUE/ WEST 25T,1
7TH AVER,1
7TH AVR,1
7TH AVVE,1
7TH AVWE,2
7TH PL,1
7TH ST,157
7TH STR,2
7TH STREET,32
7TH SY,1
7TH VE,1
7TH WALK,1
7THA AVE,1
7THA VE,7
7THAVE,4
7TJ AVE,1
7TTH AVE,1
7UU7RRVRTM1LS HRR,1
7WYOMMUKWNYIMF,1
7YAVGC M,1
7th Ave,69830
7th Ave S,3526
7th Rd,3
7th St,1693
8,2
8  AVE,7
8  AVENUE,1
8  ST,1
8 1 IU Y WNI  1 1 K,1
8 A,1
8 A VE,1
8 AE,5
8 AV,76
8 AV.,1
8 AVBE,1
8 AVE,5433
8 AVE BET 41   42 ST,0
8 AVE NY NY,3
8 AVE X,1
8 AVE.,8
8 AVE3,2
8 AVED,1
8 AVEMIE,1
8 AVENEU,1
8 AVENUE,493
8 AVENUE+,2
8 AVENUE3,1
8 AVENUEE,1
8 FL AVE,1
8 LINCON PL,1
8 PACIFIC ST,3
8 RD,1
8 ST,177
8 STREET,15
8 TH,4
8 TH AVE,35
8 TH AVENUE,1
8 THA VE,1
8 W 33 ST,1
8/8 116TH ST,2
8/O 81 POPLAR ST,1
80,3
80  MT EDEN PARKWAY,2
80  R/S 66S T,1
80 AV,3
80 AVE,43
80 AVENUE,1
80 FEET E/O 20TH AVE,1
80 FT WEST OF 25 RD,1
80 FT WEST OF 35 RD,1
80 N/S DR,1
80 RD,45
80 ROAD,3
80 ROND,1
80 S/O E 153 RD ST,1
80 ST,580
80 ST PARK LN S,1
80 ST.,3
80 STREET,75
80 STREET .,1
80 TH ST,1
800 SCHIEFFLIN AVE,1
80AVE,2
80FT  N FROM THE N/W,1
80FT FROM C/O BAY PK,1
80FT N/O 29 ST,1
80FT W/B 30 DR,1
80ND ST,1
80RD,3
80ST,5
80TH,2
80TH  ST,1
80TH AVE,5
80TH RD,17
80TH ROAD,2
80TH ST,67
80TH STREET,33
80th Ave,262
80th Dr,40
80th Rd,906
80th St,6885
81,8
81  ST,1
81 AVE,42
81 AVENUE,3
81 DEKALB AVE,2
81 DR,4
81 LUDLOW ST,1
81 NORTHERN BLVD,1
81 RD,7
81 ROAD,1
81 ST,684
81 ST ST,2
81 ST STREET,5
81 STR,2
81 STREEET,1
81 STREET,112
8100,1
81ST,14
81ST AVE,1
81ST AVENUE,1
81ST ROCKAWAY BLVD,1
81ST ST,25
81ST STREET,32
81TH AVE,1
81TH STREET,3
81st Ave,739
81st Rd,46
81st St,7081
82,5
82  ST,1
82 AV,1
82 AVE,83
82 AVENUE,6
82 DR,13
82 DRIVE,4
82 ND,1
82 ND AVE,1
82 ND ST,1
82 PL,4
82 PLACE,2
82 RD,19
82 RD KEW GARDENS,1
82 ROAD,4
82 ST,510
82 ST.,2
82 STREET,85
82 STY,1
822 4 AVE,1
825,1
829 AVE,1
82AVE,4
82AVE E 5FT,1
82ND,3
82ND  AVE,2
82ND AVE,93
82ND AVE 5FT,0
82ND AVENUE,43
82ND DR,1
82ND PL,1
82ND PLACE,1
82ND RD,2
82ND ROAD,2
82ND S,1
82ND ST,68
82ND STREET,22
82RD,4
82ST,3
82TH ST,1
82nd Ave,1580
82nd Dr,361
82nd Pl,58
82nd Rd,2095
82nd St,13861
83,4
83  AVE,1
83 AV,1
83 AVE,94
83 AVENUE,3
83 CARGO PLAZA,0
83 CENERAL RD,1
83 DR,3
83 DRIVE,1
83 ND AVE,1
83 PL,8
83 PLACE,4
83 RD,1
83 RD ST,1
83 RD STREET,4
83 ROAD,2
83 SR,1
83 ST,1009
83 ST 60FT,0
83 ST ST,1
83 ST.,2
83 STREET,191
83 TH STREET,0
83-33,1
8301 00 N/O 31 AVE,1
832 AMSTERDAM AVE,1
83AVE,2
83RD AVE,8
83RD PALCE,1
83RD ST,62
83RD STREET,16
83ST,7
83TH ST,1
83rd Ave,2878
83rd Dr,169
83rd Pl,47
83rd Rd,23
83rd St,7884
84,2
84  ST,1
84 AV,1
84 AVE,76
84 AVENUE,8
84 DR,75
84 DRIVE,30
84 HELLS GAGE CIR,21
84 PL,13
84 PLACE,2
84 RD,54
84 ROAD,5
84 ST,566
84 ST.,1
84 STREEET,1
84 STREET,128
84 TH ST,5
840 WEST END AVE,1
840R38I4 8457,0
84AVE,2
84DRIVR,1
84ST,8
84TH,1
84TH  AVE,1
84TH  ST,1
84TH AVE,3
84TH AVENUE,1
84TH BKLYN,1
84TH DR,2
84TH DRIVE,8
84TH RD,1
84TH ROAD,2
84TH ST,56
84TH STREET,33
84th Ave,1425
84th Dr,2001
84th Pl,57
84th Rd,775
84th St,6564
85,1
85  ST,1
85 AV,2
85 AVE,128
85 AVENUE,1
85 CLARKSON,1
85 DR,28
85 DRIVE,6
85 RD,59
85 ROAD,5
85 SRT,1
85 ST,647
85 ST.,4
85 STR,1
85 STREET,103
85 TH,1
85 TH ST,3
85 VT,1
850 12TH AVE,1
85AVE,6
85FT WEST OF JUMEL,2
85RD,1
85ST,13
85T ST,2
85TH,3
85TH AVE,3
85TH AVENUE,2
85TH RD,1
85TH ST,82
85TH STR,1
85TH STREET,32
85th Ave,1965
85th Dr,856
85th Rd,856
85th St,8399
85th St Transverse,13
86,21
86  ST,2
86 AST,1
86 AV,1
86 AVE,102
86 AVENUE,4
86 CN,1
86 CRESC,1
86 DR,3
86 FDR,1
86 KENT AVE,4
86 RD,56
86 ROAD,7
86 S,1
86 ST,3073
86 ST .,1
86 ST ST,14
86 ST STREET,121
86 ST STREET .,1
86 ST TRANSVERSE 50F,1
86 ST.,5
86 STQ,1
86 STR,4
86 STREEGT,1
86 STREET,670
86 STREETY,1
86 STREEY,1
86 STRET,1
86 T,2
86 TH,2
86 TH ST,9
86 TH STREET,5
86 WEST,1
86-51 91 ST,1
864 STANLEY AVE,1
86AVE,2
86RD,3
86SR,1
86ST,70
86ST  ST,1
86ST ST,96
86ST STREET,564
86STR,1
86STREET,3
86STST,1
86STSTREET,1
86TH,5
86TH  ST,1
86TH  STREET,2
86TH AST,11
86TH AVE,3
86TH AVENUE,2
86TH RD,4
86TH ST,381
86TH ST (E/B) @ 7TH,399
86TH ST .,2
86TH STR,10
86TH STREET,304
86TH STRET,1
86THS ST,1
86th Ave,1561
86th Crest,29
86th Dr,314
86th Rd,956
86th St,21076
86th Transverse Rd,2
87  AVE,1
87 AVE,87
87 AVENUE,6
87 BLVD,1
87 DR,35
87 DRIVE,5
87 LVVD,1
87 NICHOLAS AVE,0
87 RD,63
87 RD3,1
87 ROAD,1
87 ST,288
87 ST SIDE,1
87 STREET,52
87 TH,1
87AVE,6
87RD,3
87ST,4
87ST STREET,1
87TH AVE,15
87TH AVENUE,1
87TH RD,3
87TH ROAD,1
87TH ST,22
87TH STR,1
87TH STREET,14
87th Ave,1992
87th Dr,226
87th Rd,977
87th St,4564
87th Ter,6
88,1
88  AVE,2
88 AE,1
88 AV,1
88 AVE,221
88 AVE DRIVEWAY OF,1
88 AVENUE,6
88 DR,5
88 DRIVE,1
88 LA,3
88 LANE,25
88 LN,4
88 LN3,2
88 PL,3
88 PLACE,1
88 RD,27
88 ROAD,1
88 ST,353
88 ST.,3
88 STREET,65
88 STYREET,1
88 TH ST,2
881N JHXP FFNT MLJ,1
883 EAST,1
888 ST,1
888 UTICA,1
88AVE,2
88RD,1
88S T,1
88ST,6
88TH,6
88TH  ST,2
88TH AVE,19
88TH AVENUE,3
88TH ST,27
88TH STREET,12
88th Ave,5139
88th Dr,35
88th Ln,47
88th Pl,12
88th Rd,352
88th St,4139
89,4
89  AVE,2
89  STREET,1
89 AE,1
89 AV,4
89 AV E,1
89 AVE,499
89 AVE 50FT,1
89 AVE.,2
89 AVENUE,21
89 AVENURE,1
89 DR,1
89 DRIVE,1
89 RD,4
89 SRT,11
89 ST,297
89 ST 25N/O,1
89 STREET,62
89 TH ST,1
89 W454 ST,1
89AV,1
89AVE,9
89ST,6
89TH,2
89TH AVE,42
89TH AVENUE,3
89TH RD,1
89TH ST,19
89TH STREET,2
89TH SVE,2
89th Ave,15972
89th Rd,83
89th St,4194
8AV,6
8AVE,252
8AVE NY NY 10018,1
8AVED,1
8AVENUE,9
8AVEW,1
8AVR,1
8B VANSICKEN AV,1
8ND AVENUE,1
8RBRLJN011 DI,1
8RD,1
8RD AVE,2
8RTH AVE,1
8ST,6
8SYHSHWIIST,1
8T AVE,3
8TG AVE,1
8TG AVEN,1
8TGH AVE,1
8TH,122
8TH   AVE,1
8TH  AV,2
8TH  AVE,9
8TH  AVENUE,1
8TH  STREET,1
8TH A,5
8TH AAVE,1
8TH ABE,1
8TH AE,4
8TH AV,162
8TH AV E,1
8TH AVE,9489
"8TH AVE  NY, NY",1
8TH AVE (N/B) @ 57TH,979
8TH AVE 41 ST,1
8TH AVE 54-53,1
8TH AVE BET 41 ST,0
8TH AVE NY NY,3
8TH AVE NY NY 10018,2
"8TH AVE NY, NY",1
8TH AVE.,4
8TH AVE.(N/B)@57TH S,43
8TH AVE0,1
8TH AVE3,9
8TH AVEN,2
8TH AVENUE,881
8TH AVEQ,1
8TH AVNEUE,1
8TH AVNUE,1
8TH AVR,3
8TH AVW,1
8TH AVWE,3
8TH DR,2
8TH ST,160
8TH ST.,3
8TH STR,2
8TH STREET,38
8TH SVE,3
8TH VAE,1
8TH VE,1
8THA VE,6
8THAVE,2
8THH AVE,1
8`1 STREET,1
8th Ave,62959
8th Rd,2
8th St,3328
9  AVE,1
9  ST,1
9 AV,19
9 AVE,1492
9 AVE I,1
9 AVE.,1
9 AVENUE,174
9 AVER,1
9 B WAY,1
9 E 49 ST,1
9 FT C/O ELBERTSON S,1
9 LANE,1
9 OCEAN AVE,1
9 PENN PLAZA,1
9 ROAD,1
9 ST,542
9 ST DEAD END,1
9 ST.,1
9 STREET,17
9 TH,1
9 TH AVE,12
9 TH AVENUE,1
9 TH ST,7
9 WEBSTER AVE,1
9-10 AV,1
90  E/O 7AVE,1
90  N/E C/O NEW YORK,1
90  N/O ST RAYMOND A,1
90  S/O W 138 ST,2
90 A VE,1
90 AV,1
90 AVE,161
90 AVE 10 FT FROM,1
90 AVENUE,4
90 AVEQ,1
90 CT,1
90 FEET S/W CORNER,1
90 PL,3
90 PLACE,5
90 RD,12
90 ST,338
90 ST.,1
90 STREET,56
90 STRET,1
90 TH AVE,2
900 FT S/E B. 169TH,1
900 MAIN ST ROOSEVEL,1
9008 VITMAS THE,1
90AVE,6
90SRT,1
90ST,3
90STR,1
90TH,1
90TH AVE,32
90TH AVENUE,1
90TH JUSTICE,1
90TH PLACE,3
90TH RD,1
90TH ST,34
90TH ST  S/W CORNOR,1
90TH STREET,10
90th Ave,7225
90th Ct,2
90th Pl,32
90th Rd,667
90th St,5526
91,6
91  AVE,1
91 AV,4
91 AVE,241
91 AVE D,1
91 AVE PNT PKWY,1
91 AVE.,3
91 AVENUE,12
91 DR,2
91 PL,16
91 PLACE,7
91 RD,45
91 ROAD,4
91 SPROOT,2
91 ST,319
91 ST AVE,7
91 ST AVENUE,2
91 ST ROAD,1
91 ST STREET,3
91 STR,1
91 STREET,97
91 STYNE AVE,1
91 TH AVENUE,1
91-07,1
91-23,1
912-62TH STREET,1
915 E 32 ST,2
916 STREET,1
91AVE,2
91ST,8
91ST AVE,18
91ST AVENUE,8
91ST ROAD,5
91ST ST,12
91ST STREET,6
91TH,1
91TH AVE,1
91st Ave,3679
91st Dr,8
91st Pl,134
91st Rd,90
91st St,3423
92,1
92 2ST,1
92 A,1
92 AV,11
92 AVE,77
92 AVE / HICK,1
92 AVENUE,5
92 ND STREET,1
92 PL,2
92 RD,16
92 ROAD,2
92 ST,343
92 ST NEWTOWN BLVD,2
92 ST3,1
92 STREET,104
92 STREET 26-11,1
92 STREET NETOWN BLG,2
92 STREET3,1
92ND,0
92ND RD,2
92ND ROAD,6
92ND ST,60
92ND STR,1
92ND STREET,21
92ST,6
92ST BETWEEN 57 AVE,1
92TH,1
92TH ST,1
92nd Ave,350
92nd Rd,481
92nd St,3581
93,3
93 AV,1
93 AV E,1
93 AVE,82
93 AVENUE,7
93 DR,1
93 LA,11
93 RD,26
93 RD AVE,2
93 RD ST,4
93 RD STREET,2
93 ST,356
93 STREET,85
93-04 ASTORIA BLVD,1
93-09 ASTORIA BLVD,1
935-63RD AVE,1
93AVE,2
93RD,3
93RD AVE,5
93RD AVENUE,3
93RD RD,2
93RD ST,23
93RD STR,1
93RD STREET,14
93ST,3
93TH ST,1
93rd Ave,1131
93rd Rd,85
93rd St,3629
94,6
94  ST,2
94 AV,5
94 AVE,71
94 AVENUE,5
94 BL,1
94 DR,1
94 HARRISON PL,1
94 RD,7
94 S,2
94 ST,740
94 ST 250 FROM,1
94 ST 60FT,1
94 ST.,1
94 STR,2
94 STREET,96
94 TH AVENUE,1
94 TH STREET,1
94-15 NORTHERN BLVD,3
940-62ND STREET,1
94AVE,11
94RD,2
94ST,9
94TH AVE,1
94TH ST,41
94TH STREET,19
94th Ave,995
94th Dr,44
94th Pl,2
94th Rd,137
94th St,4533
95,6
95 AV,2
95 AVE,228
95 AVENUE,6
95 BAY PARKWAY,1
95 RD,1
95 S,1
95 SRT,1
95 ST,566
95 ST +,1
95 ST 100FT,1
95 STR,3
95 STREET,74
95 TH,1
95 TH STREET,2
95408 MD,1
958 REV JAMES POLITE,1
95AVE,2
95AVENUE,1
95ST,3
95TH,1
95TH AVE,16
95TH ST,37
95TH STR,2
95TH STREET,20
95th Ave,3089
95th Pl,1
95th St,2679
96  ST,2
96 AVE,8
96 PL,7
96 ROAD,1
96 ST,209
96 ST 30FT,1
96 STREET,66
96 STRET,1
96-09,1
961 ST,1
967 NOSTRANP M,1
96ST,2
96STREET,1
96TH  ST,1
96TH S,1
96TH ST,22
96TH ST PARKING LOT,1
96TH ST PKG LOT,1
96TH STREET,15
96THST PARK LOT,1
96th Ave,61
96th Pl,38
96th Rd,1
96th St,2873
97,4
97  AVE,2
97 AV,5
97 AVE,473
97 AVE S/O,1
97 AVE.,2
97 AVENUE,28
97 PC,1
97 PL,56
97 PLACE,19
97 PLIMO,1
97 ST,594
97 ST.,1
97 STREET,287
97 STREET W,1
97 STY,1
97 TH ST,2
97 TH STREET,1
9773 IKST,1
97AVE,15
97PL,2
97ST,7
97ST 10FT,1
97TH,1
97TH AVE,6
97TH AVENUE,1
97TH PL,1
97TH ST,54
97TH STR,0
97TH STREET,127
97th Ave,1925
97th Pl,981
97th St,3945
97th St Transverse,6
98,2
98 AVE,29
98 AVENUE,2
98 PL,16
98 PLACE,4
98 PLAVE,1
98 S,1
98 ST,515
98 ST &,1
98 STG,1
98 STR,2
98 STREET,99
98 STRET,1
98-07 97 AVE,1
981,1
9856TH AVE,1
98AVE,1
98ST,12
98TH AVE,2
98TH ST,25
98TH STREET,12
98th Ave,324
98th Pl,370
98th St,4319
99,3
99  STREET,2
99 AVE,49
99 AVENUE,5
99 MARGARET CORBIN D,1
99 PL,3
99 PLACE,2
99 RD,1
99 S,1
99 SG,1
99 SREET,1
99 ST,725
99 ST 30,1
99 ST D.END,2
99 STREET,239
993,2
995 ST,1
99AVE,1
99ST,13
99TH,1
99TH S,1
99TH ST,47
99TH STREET,36
99th Ave,505
99th Pl,27
99th Rd,6
99th St,4956
9=AVENUE N,1
9AVE,89
9AVENUE,3
9BROADWAY,1
9E 115 ST,0
9FT WEST OF 3RD AVE,1
9ND AVENUE,1
9ST,1
9SV,2
9TH,19
9TH  AVE,2
9TH  ST,2
9TH A VE,1
9TH AE,3
9TH AV,83
9TH AVE,2615
9TH AVE NY NY 10018,2
"9TH AVE NY, NY",3
9TH AVE STREET,1
9TH AVE.,1
9TH AVENUE,241
9TH AVER,2
9TH AVNEUE,1
9TH AVWE,1
9TH PL,1
9TH PLC,1
9TH ST,343
9TH ST.,6
9TH STREET,95
9TH SVE,1
9TH VE,1
9THA VE,3
9THAVE,1
9THS T,1
9th Ave,31395
9th Rd,22
9th St,7887
;LENOX AVE,1
@N/B VANYUCK SER,1
A,3
A  NEPTUNE AVE,1
A . 58 ST,2
A 112 AVE,1
A 149 ST,1
A 14TH AVE,1
A 2 AVE,2
A 27 ST,1
A 2ND,1
A 37 AVE,1
A 40 S,1
A 57 AVENUE,1
A 5TH AVE,3
A 65 CRES,1
A 65 ST,1
A 67 AVE,1
A 71 CRES,1
A 77 RD,0
A 82ND STREET,1
A 94 STREET,1
A B 20,1
A BERGEN ST,1
A BROOK AVE,1
A BRUCKNER BLVD,1
A CHAUNCEY ST,2
A CONEY ISLAND AVE,2
A D LAI CER CUE,1
A DEKALB,1
A FRANLIN AVE,1
A FULTON ST,3
A GLEANE ST,1
A GREENPORT AVE,1
A HANCOCK,1
A HILLSIDE AVE,1
A KINGSTON AVE,1
A LACONIA AVE,1
A LAFAYETTE AVE,1
A LEXINGTON AVE,2
A LIBERTY AVE,2
A LUDLOW ST,1
A MACDOUGAL ST,1
A MACON STREET,1
A MADISON AVE,1
A MAIN ST,1
A MOTT STREET,1
A NELSON AVE,1
A NEW STREET,34
A NOBLE ST,2
A NORTHERN BLVD,1
A OCEAN AVE,1
A ORCHARD ST,1
A PACIFIC ST,2
A QUEDUCT AVE,1
A R CHER,1
A RICHMOND AVE,1
A RICHMOND RD,2
A SENECA AVE,1
A SHEPHERD AVE,1
A ST ANNS AVE,2
A THROOP AVE,2
A W 183 ST,2
A W 33,1
A WEBSTER AVE,1
A WHITE PLAINS RD,1
A WHITE PLAINS ROAD,1
A WOOSTER ST,1
A.C. POWELL BLVD,1
A/B MORRIS AVE,1
A/C,2
A/E C/O MYRTLE AVE,1
A/F  2999 8TH AVE,1
A/F 92-23 165 ST,1
A/O 2925 AVE U,1
A1 BANNERS PARK PKGL,2
A1 BANNERS PKGLOT,1
A1 BANNERS PKGLOT WE,2
A1 BANNERS WEST PKGL,1
AADEN AVE,1
AAQUEDUT AVE,1
AARCHER AVE,1
ABANDON RD,1
ABANDONED,1
ABANY AVE,1
ABBEY CT,1
ABBINGDON AVE,1
ABDREWS,1
ABDREWS AVE,1
ABELAIDE AVE,1
ABENDEEN,1
ABERDEEN,1
ABERDEEN RD,3
ABERDEEN ST,43
ABERDEEN STREET,2
ABERDEN ST,1
ABERMARLE,1
ABERMARLE RD,1
ABINGDOL RD,1
ABINGDON AVE,7
ABINGDON RD,26
ABINGDON ROAD,2
ABINGDON ST,2
ABINGTON AVE,4
ABINGTON RD,5
ABINLDON RD,2
ABLEMARBLE,1
ABLEMARLE,1
ABLEMARLE RD,7
ABLEMARLER,1
ABMIDA AVE,1
ABOLBON AVE,1
ABONDEEN,1
ABTHGATE AVE,2
ABTHONY AVE,1
ABTNLTON ROAD,1
ABUCHANAN PL,1
ABULOU AVE,1
ABURNDALE LA,1
ABURNDALE LAND,1
ABURNDALE LANE,1
AC POWELL JR BLVD,1
ACACIA,1
ACACIA AV,1
ACADAMY,1
ACADEMN,1
ACADEMY,96
ACADEMY AVE,8
ACADEMY PL,7
ACADEMY ST,174
ACADEMY STR,5
ACADEMY STREET,22
ACADENY,1
ACADENY STREET,1
ACADERY ST,1
ACADMEY ST,2
ACCOTT PL,2
ACDEMY ST,1
ACDUCT  AVE,1
ACDUEDUCT AVE,1
ACE C,1
ACE ST. JOHNS,1
ACEANVIEW AVE,1
ACKEE AVE,3
ACKERMAN ST,3
ACKROYD CT,1
ACLAMS,1
ACOTT AVE,1
ACP,1
ACQUATIC AVE,1
ACQUEDUCK AVE,2
ACQUEDUCT,2
ACQUEDUCT AVE,1
ACROSS 270 CROWN,1
ACROSS FROM,2
ACSTYNE AVE,1
ACUEDUCT AVE,1
ACURA AVE,1
ADA DR,28
ADA DRIVE,22
ADAIR ST,1
ADALBERT LANE,1
ADALBERT PL,1
ADAM,5
ADAM  C POWELL,1
ADAM  ST,1
ADAM 5 ST,1
ADAM C POWE PL,2
ADAM C POWELL,51
ADAM C POWELL BLVD,1
ADAM C. POWELL,3
ADAM CLAGTON POWELL,1
ADAM CLARTIN POWELL,1
ADAM CLATON,1
ADAM CLATON POWELL,3
ADAM CLAY TUN PKWY,1
ADAM CLAYON,1
ADAM CLAYON POWELL,1
ADAM CLAYRON POWELL,1
ADAM CLAYTN POWELL,1
ADAM CLAYTON,22
ADAM CLAYTON  POWELL,1
ADAM CLAYTON AVE,1
ADAM CLAYTON BLVD,8
ADAM CLAYTON BLVD JR,1
ADAM CLAYTON PARK,3
ADAM CLAYTON PARKWAY,1
ADAM CLAYTON PKWAY,1
ADAM CLAYTON PKWY,2
ADAM CLAYTON PLACE,1
ADAM CLAYTON PONELL,1
ADAM CLAYTON POW BLV,1
ADAM CLAYTON POWE,1
ADAM CLAYTON POWEL,2
ADAM CLAYTON POWEL B,1
ADAM CLAYTON POWEL;L,1
ADAM CLAYTON POWELL,405
ADAM CLAYTON POWER,2
ADAM CLAYTON PROWELL,1
ADAM CLAYTON PWELL,1
ADAM CLAYTON RIVER,1
ADAM CLAYTONN POWELL,1
ADAM CLAYTTON POWELL,1
ADAM CLINTON  DRIVE,1
ADAM CLYNTAN,2
ADAM CPOWELL,1
ADAM DAYTON POWELL,2
ADAM DAYTON POWELL B,1
ADAM POWELL,14
ADAM POWELL B,1
ADAM POWELL BLVD,2
ADAM POWELLS,1
ADAM S ST,2
ADAM S STREET,2
ADAM ST,11
ADAM STREET,2
ADAM. C POWELL,1
ADAMCLAY TR,1
ADAMCLAYTON PKWY,1
ADAMCLAYTON POWELL,5
ADAMS,20
ADAMS  ST,1
ADAMS AVE,13
ADAMS AVENUE,2
ADAMS PL,26
ADAMS PLACE,34
ADAMS POWELL BLVD,2
ADAMS S STREET,1
ADAMS ST,285
ADAMS ST CADMAN PLAZ,1
ADAMS ST.,23
ADAMS ST. ( ON JOHNS,1
ADAMS ST. (ON JOHNSO,1
ADAMS STREET,77
ADAMSS ST,1
ADAN CLAYTON POWELL,2
ADANIS STREET,3
ADC DRIVE,1
ADDANDE AVE,1
ADE AVE,1
ADEE,22
ADEE AV,3
ADEE AVE,228
ADEE AVENUE,55
ADEE AVENUE AVENUE,1
ADEE AVNEUE,1
ADEI AVENUE,1
ADELADE AVE,3
ADELAID AVE,1
ADELAIDA AVE,1
ADELAIDE AV,2
ADELAIDE AVE,16
ADELAINE AVE,1
ADELASDE AVE,1
ADELE ST,1
ADELIADE,1
ADELINE AVE,1
ADELIPHI ST,1
ADELL,1
ADELPH,1
ADELPH  ST,1
ADELPH AVE,1
ADELPH ST,1
ADELPHI,5
ADELPHI  ST,2
ADELPHI ST,131
ADELPHI ST.,2
ADELPHI ST3,1
ADELPHI STREET,16
ADELPI ST,1
ADELPTH ST,1
ADEN AVE,1
ADEPLHI ST,2
ADER AV,1
ADER AVE,1
ADERS AVE,1
ADGE AVE,1
ADIMIRAL AVE,1
ADIRMAL AVE,1
ADISON AVE,1
ADIUIRAL AVE,1
ADJ 1701,1
ADJ 2-4 RR NEW YORK,3
ADJ 510 MAIN ST,1
ADJ 726 OCEAN AVENUE,1
ADJ2-4 MAIN ST,1
ADJ2-4 RR,2
ADLE AVENUE,1
ADLE AVUNUE,1
ADLEN,1
ADLER PL,6
ADLER PLACE,6
ADLERS LN,1
ADLYAL ST,1
ADLYC PLACE,1
ADM CLAYTON POWELL J,2
ADMANNE AVE,1
ADMERALITY LOOP,1
ADMINAL AVE,3
ADMINL AVE,1
ADMIR,1
ADMIRAL,2
